TransactionAmount,TransactionCount,Age,AnnualIncome,NumCreditCards,PaymentHistoryDaysLate,SpendScore,Default
706.0,8,32,105000,3,0,0.007,0
0.0,2,58,80000,1,10,0.0,0
3531.0,10,45,205000,2,0,0.001,0
217014.0,12,55,120000,3,0,0.955,0
19168.67,12,29,25000,2,0,0.465,0
18208.0,10,35,30000,2,0,0.37,0
160855.67,10,32,105000,2,20,0.742,0
4175.67,12,26,100000,1,0,0.011,0
15575.67,12,28,35000,1,0,0.282,0
3852.33,10,33,105000,2,0,0.036,0
12881.67,2,53,35000,2,0,0.352,0
48054.0,12,22,25000,2,0,0.954,0
41686.67,12,30,40000,3,20,0.508,1
90113.33,10,42,50000,2,20,0.915,1
3795.0,4,36,15000,1,0,0.059,0
16784.33,6,33,10000,3,20,0.812,0
98146.67,12,58,70000,3,20,0.707,0
23827.0,12,29,25000,1,0,0.023,0
15792.67,10,28,30000,1,20,0.345,0
3848.0,12,30,130000,4,0,0.02,0
17155.0,8,28,10000,2,20,0.871,1
57230.0,12,28,85000,1,0,0.33,0
5548.0,8,36,85000,1,0,0.05,0
3128.33,12,30,115000,3,0,0.008,1
50061.33,4,49,25000,3,20,0.966,1
773.33,6,55,75000,2,0,0.01,0
43260.0,10,23,30000,2,20,0.75,0
3882.33,10,30,85000,1,0,0.022,0
12986.33,12,36,15000,2,0,0.397,0
18393.67,12,26,150000,2,0,0.098,0
59888.0,12,25,75000,1,0,0.353,0
38686.67,8,25,35000,1,20,0.529,1
10847.67,2,28,10000,1,20,0.532,0
46950.33,12,34,145000,2,0,0.202,0
48832.0,12,36,25000,1,0,0.995,0
20459.67,12,34,165000,1,0,0.065,0
78771.0,12,36,40000,2,20,0.991,0
96069.33,10,39,65000,3,20,0.708,1
4627.0,8,25,105000,2,0,0.066,0
14602.67,12,25,10000,1,0,1.0,0
20019.0,12,29,200000,1,0,0.019,0
9728.0,12,38,250000,4,0,0.005,0
15446.0,10,42,180000,2,0,0.123,0
27379.0,10,58,15000,3,20,0.886,1
68071.0,8,37,65000,2,20,0.52,1
5931.67,10,28,40000,1,0,0.107,1
0.0,0,27,60000,1,10,0.0,1
2474.33,4,52,25000,1,0,0.065,0
23642.67,12,24,30000,1,0,0.375,0
27367.0,12,25,15000,1,0,0.879,0
92412.0,12,33,120000,1,0,0.416,0
55261.0,10,32,75000,1,20,0.351,1
1085.33,12,41,225000,2,0,0.002,0
25230.0,12,33,75000,1,0,0.494,0
26461.0,8,25,125000,2,30,0.103,0
390.0,10,63,55000,3,0,0.004,1
73521.33,8,35,35000,1,40,1.0,0
6415.33,8,35,15000,2,0,0.26,0
31648.33,4,35,90000,2,20,0.178,0
40.0,4,34,130000,1,0,0.0,0
50407.33,12,26,25000,2,20,1.0,0
126.67,8,26,40000,2,0,0.004,0
38820.0,12,38,25000,3,0,1.0,0
27771.0,8,31,200000,1,0,0.181,0
7428.33,8,48,180000,1,0,0.023,0
0.0,0,31,180000,2,10,0.0,0
650.0,4,30,65000,2,20,0.006,0
390.0,12,38,25000,2,0,0.008,0
6741.0,8,40,150000,2,0,0.053,0
31448.0,6,29,110000,1,20,0.141,1
38806.33,12,52,25000,3,0,0.95,0
47620.33,12,24,25000,1,0,0.955,0
78955.67,12,25,45000,2,0,1.0,0
522788.33,12,41,250000,1,20,1.0,1
30040.33,6,29,90000,1,0,0.203,0
9055.0,8,44,15000,2,20,0.278,0
29713.33,12,38,120000,2,0,0.145,0
21654.0,8,31,50000,1,20,0.205,0
27938.33,10,32,15000,3,20,0.913,0
96184.67,12,57,65000,3,0,0.968,1
396.0,8,35,80000,1,0,0.002,0
40870.0,10,30,35000,2,20,0.153,0
6219.0,10,28,70000,3,0,0.006,0
11952.67,10,32,35000,3,20,0.203,1
187279.0,12,27,100000,2,20,0.948,1
8422.33,8,30,60000,2,0,0.022,0
161462.0,12,37,195000,2,0,0.45,0
164559.67,4,48,95000,1,0,0.996,0
18.0,0,34,95000,2,10,0.0,0
82276.33,12,55,40000,3,0,1.0,0
30853.67,10,25,25000,3,20,0.622,1
0.0,0,28,75000,1,0,0.0,0
0.0,0,28,60000,2,10,0.0,1
2926.0,12,51,120000,1,0,0.018,0
49925.33,12,35,50000,1,20,0.473,1
90.33,4,39,180000,3,10,0.0,0
38519.67,12,27,50000,2,0,0.427,0
6505.0,12,25,25000,3,0,0.139,0
4778.33,12,33,90000,2,0,0.023,0
125740.67,12,39,140000,2,0,0.443,0
29384.33,12,23,15000,3,20,0.918,0
176884.33,12,29,120000,4,0,0.914,0
11876.0,12,48,105000,2,0,0.057,0
41751.67,12,36,25000,2,0,0.89,0
5510.33,12,45,210000,1,10,0.0,0
65316.0,12,26,115000,2,0,0.081,0
12363.67,12,47,25000,2,0,0.226,0
100.0,4,39,80000,1,0,0.0,0
7757.67,12,43,115000,2,0,0.031,0
111537.0,10,27,90000,1,20,0.551,0
42082.33,10,51,190000,3,0,0.115,0
2614.33,6,30,70000,1,20,0.013,0
30566.33,8,39,30000,3,20,0.517,0
1269.33,12,34,85000,2,0,0.017,1
76817.33,8,26,75000,1,20,0.502,1
0.0,0,35,120000,3,0,0.0,1
19088.67,4,43,65000,3,30,0.151,1
23215.33,12,51,25000,2,0,0.484,0
3494.67,8,38,100000,2,0,0.037,0
1525.67,6,29,60000,2,20,0.005,0
98072.67,12,46,75000,3,0,0.643,0
85135.33,12,27,105000,2,0,0.397,0
108951.0,12,48,250000,2,0,0.079,0
0.0,0,25,60000,1,10,0.0,1
390.0,12,44,100000,3,0,0.002,0
1392.33,12,38,15000,2,0,0.01,0
39627.0,12,24,20000,3,20,0.979,1
1433.67,0,50,180000,4,10,0.013,0
1418.33,12,35,105000,2,0,0.006,0
34136.67,10,49,240000,1,0,0.133,0
61480.67,8,48,135000,2,20,0.199,1
133695.67,10,42,80000,2,20,0.954,1
106.67,6,45,40000,1,10,0.0,0
4682.33,12,27,95000,2,20,0.021,1
5528.0,10,31,10000,3,0,0.0,0
86288.67,12,27,90000,1,0,0.564,0
39299.67,12,39,180000,2,0,0.066,0
6933.33,0,50,25000,2,0,0.416,0
8003.33,6,34,30000,3,40,0.112,0
1095.67,4,25,35000,1,0,0.018,0
201404.0,12,32,120000,2,0,0.832,0
1566.67,10,29,30000,1,20,0.014,0
44325.67,8,33,25000,1,20,0.81,0
1335.0,12,41,90000,2,0,0.005,1
10724.0,8,22,10000,1,20,0.53,0
22426.67,12,28,195000,1,0,0.048,0
6133.33,0,36,10000,2,0,0.92,1
53374.33,10,36,75000,2,0,0.467,0
333.33,2,52,55000,3,10,0.0,0
93698.0,12,30,50000,1,20,0.922,0
3247.33,8,39,105000,1,0,0.028,0
6026.0,12,40,105000,1,0,0.03,0
19686.0,8,49,80000,2,20,0.106,0
40826.33,12,54,25000,3,0,0.862,0
220330.67,12,55,120000,3,0,0.901,0
76143.33,12,30,135000,1,0,0.302,0
26843.67,12,22,25000,2,0,0.571,0
11788.67,10,43,25000,3,20,0.208,0
13135.0,12,31,180000,1,0,0.01,0
30300.67,10,46,15000,3,20,0.973,1
12200.0,12,24,40000,2,0,0.24,0
5251.33,12,30,90000,1,0,0.043,0
146363.0,12,40,170000,2,0,0.435,0
19429.0,4,39,55000,1,0,0.166,0
84202.67,12,36,45000,2,0,1.0,0
38927.33,6,62,80000,3,0,0.235,0
79098.0,12,31,145000,1,0,0.286,0
100937.33,12,31,125000,2,0,0.412,0
6809.0,8,27,30000,2,20,0.085,0
28647.67,12,22,15000,2,0,0.982,0
4042.33,10,32,250000,2,0,0.021,0
0.0,0,39,100000,1,10,0.0,0
33333.33,6,29,90000,1,10,0.0,0
150.0,0,41,55000,1,70,0.001,0
73914.33,12,30,140000,2,0,0.256,1
240670.0,12,34,225000,1,0,0.579,0
27812.33,12,44,15000,3,20,0.888,1
98075.33,12,40,70000,2,0,0.702,0
17262.67,10,34,10000,3,0,0.885,0
58989.0,12,24,25000,3,20,1.0,1
182708.0,12,31,120000,1,20,0.748,1
6738.33,12,28,100000,1,0,0.013,0
78446.67,12,45,100000,3,0,0.49,0
162164.67,12,34,100000,2,0,0.678,0
145424.0,12,35,75000,2,20,0.961,1
26700.33,12,23,15000,2,0,0.905,0
18697.0,12,42,10000,2,30,0.908,1
18520.67,10,53,15000,3,20,0.586,1
71835.33,12,24,50000,1,20,0.768,0
19638.33,0,42,25000,2,50,0.405,1
43726.0,10,29,30000,1,20,0.724,1
40301.0,8,27,20000,2,30,1.0,0
174932.0,12,29,180000,1,0,0.306,0
18846.0,12,36,250000,3,0,0.056,0
30901.33,12,33,40000,2,20,0.238,0
68994.0,12,31,35000,3,20,0.974,1
22876.33,10,34,110000,2,0,0.234,1
14624.67,12,53,10000,1,0,0.68,0
18713.67,12,25,125000,2,0,0.053,0
6884.67,12,39,155000,1,0,0.053,0
17444.67,10,60,10000,3,20,0.875,0
14076.33,12,24,25000,2,0,0.218,0
17642.0,10,22,10000,2,30,0.901,1
88370.67,10,26,60000,2,20,0.726,0
253678.0,12,40,145000,2,0,0.947,1
9301.0,10,32,5000,2,20,0.93,0
2334.0,10,45,130000,2,0,0.015,0
69831.67,12,32,250000,2,0,0.143,0
38431.67,12,26,40000,2,0,0.852,0
1485.33,8,42,250000,2,20,0.0,1
197314.33,10,29,105000,3,20,0.945,0
5240.67,0,44,65000,3,0,0.121,0
12858.0,6,40,35000,1,20,0.172,0
10457.67,8,35,30000,2,20,0.158,1
17543.33,8,35,10000,3,20,0.79,1
50506.67,12,38,25000,2,0,1.0,0
1031.0,10,38,10000,2,20,0.072,0
0.0,0,33,75000,1,10,0.0,0
40997.0,12,33,35000,1,0,0.563,0
7337.0,12,39,35000,2,0,0.087,0
143209.67,10,51,75000,1,0,0.998,0
36657.0,8,32,55000,2,0,0.382,0
65025.67,12,31,100000,1,0,0.341,0
19807.0,6,40,10000,2,40,0.888,0
98699.67,10,32,40000,2,20,1.0,1
110577.33,8,28,205000,1,0,0.514,0
71121.67,8,47,40000,2,20,0.853,1
44656.0,10,34,25000,2,20,0.873,0
0.0,0,23,25000,1,10,0.0,0
30622.67,12,45,15000,2,0,1.0,1
16674.0,10,39,10000,2,0,0.799,1
9881.33,12,44,40000,1,0,0.184,0
0.0,2,42,80000,1,0,0.0,0
8295.67,10,53,5000,3,20,0.992,1
348.67,2,41,70000,2,0,0.0,0
60198.0,12,28,30000,1,20,0.985,0
69571.67,12,30,115000,2,0,0.04,0
6526.67,6,29,195000,2,0,0.017,0
49093.0,12,54,25000,3,0,1.0,0
9504.0,12,48,25000,3,0,0.208,0
104067.67,12,29,130000,2,0,0.217,0
9366.67,12,52,70000,2,0,0.006,0
1048.0,12,42,65000,2,0,0.008,0
421.33,8,54,55000,2,20,0.003,0
51244.33,10,25,40000,1,20,0.606,1
11660.33,8,27,10000,2,30,0.33,0
0.0,0,28,40000,1,10,0.0,1
113923.33,12,30,60000,2,0,0.922,0
43797.67,12,48,25000,2,0,0.886,0
24034.0,10,23,15000,2,20,0.751,0
1932.33,10,28,90000,1,20,0.014,0
10022.33,10,53,15000,3,0,0.287,0
19192.67,10,42,10000,2,30,0.923,1
0.0,0,29,50000,2,0,0.0,0
2929.67,4,29,30000,2,20,0.077,0
568.67,8,38,15000,2,0,0.006,0
41178.67,12,23,45000,4,0,0.446,1
48906.0,10,26,25000,2,0,0.964,0
49749.67,12,36,30000,2,0,1.0,1
2056.67,0,34,120000,2,0,0.026,0
3082.33,10,24,10000,2,0,0.1,1
18005.33,10,32,30000,1,20,0.3,1
12299.33,10,23,15000,2,20,0.376,0
1349.67,10,36,100000,2,0,0.003,1
11820.33,6,39,10000,1,20,0.548,1
421100.33,10,34,290000,2,20,0.724,1
17962.67,6,37,10000,2,0,0.866,1
120786.0,12,27,75000,2,0,0.79,0
723.33,2,27,50000,2,0,0.004,0
271.67,8,29,120000,1,0,0.0,1
102966.67,12,23,70000,3,0,0.717,0
1666.67,0,48,110000,1,30,0.011,1
21491.67,10,46,30000,1,0,0.267,0
188975.0,12,36,95000,2,0,0.989,0
15935.0,12,29,180000,2,0,0.051,0
278599.33,12,39,140000,2,0,0.977,0
2580.67,8,24,75000,2,0,0.01,0
59661.33,6,50,185000,3,0,0.131,0
140313.0,8,23,80000,1,0,0.945,0
19727.33,12,30,10000,2,0,0.957,0
150.0,0,40,155000,1,0,0.0,0
203.67,6,53,195000,1,0,0.002,0
47574.33,10,24,25000,3,20,1.0,0
76169.0,2,31,75000,4,0,0.911,0
18963.33,4,52,10000,2,0,0.871,0
424.33,12,40,125000,2,0,0.009,0
21134.0,12,24,15000,2,0,0.669,0
0.0,0,36,115000,1,10,0.0,0
5997.67,12,25,200000,3,0,0.031,0
12082.67,12,26,100000,1,0,0.012,0
236.33,0,34,115000,1,0,0.003,0
110594.67,12,40,55000,2,0,1.0,1
24041.0,8,29,180000,1,0,0.033,0
400.67,10,33,60000,1,20,0.003,1
17035.33,8,47,120000,2,0,0.116,0
16771.33,6,29,10000,1,30,0.816,1
23673.0,12,31,50000,2,0,0.213,0
507.0,4,31,135000,2,0,0.0,0
1216.0,4,34,100000,1,30,0.008,1
39453.0,4,22,25000,2,0,1.0,0
15999.67,12,41,10000,2,0,0.84,0
25785.67,10,23,15000,2,20,0.81,0
18968.33,12,23,10000,2,0,0.948,1
126781.0,12,46,95000,3,0,0.654,0
29028.0,12,30,15000,1,0,0.999,0
19430.0,12,37,10000,3,0,0.931,0
107717.0,12,24,40000,2,0,1.0,1
148709.0,12,44,140000,1,0,0.523,0
17998.33,12,35,145000,2,0,0.112,0
946.0,0,36,120000,2,10,0.0,1
72419.33,8,46,205000,2,20,0.174,1
322260.33,12,42,180000,2,0,1.0,0
9291.33,8,27,25000,2,20,0.179,1
4664.0,12,44,75000,1,0,0.032,0
214339.67,12,35,110000,2,0,0.955,1
19990.0,12,36,115000,2,0,0.085,0
153790.67,12,35,160000,2,0,0.554,0
98642.0,12,36,100000,2,0,0.497,1
119360.67,12,35,70000,2,0,1.0,0
16964.33,10,34,10000,2,0,0.795,0
50404.33,12,52,25000,2,0,0.997,0
24716.0,12,25,95000,2,0,0.137,0
1123.33,12,28,90000,2,0,0.007,0
57650.0,12,29,215000,1,0,0.157,0
68518.67,12,32,35000,3,0,0.982,0
47612.33,2,31,90000,2,0,0.723,0
2007.0,8,29,55000,1,0,0.03,0
26123.0,12,58,15000,3,0,0.829,0
20623.0,6,46,15000,3,20,0.671,0
70728.33,6,58,145000,3,20,0.236,0
108486.0,12,42,155000,2,0,0.413,0
8402.33,4,44,5000,3,50,0.868,1
142257.67,12,35,70000,1,0,1.0,0
240822.33,12,29,120000,1,0,0.987,0
23791.67,12,34,25000,1,0,0.412,0
66074.67,12,40,35000,2,20,0.925,1
229235.67,12,28,130000,2,0,0.903,0
54488.33,12,34,250000,2,0,0.121,0
390.0,12,26,80000,3,0,0.002,0
8577.67,12,23,50000,2,0,0.08,0
7556.0,12,34,85000,2,0,0.047,1
208878.0,12,40,105000,3,0,0.958,0
178927.0,12,58,250000,1,0,0.402,0
0.0,0,52,150000,1,10,0.0,0
23134.0,8,40,15000,2,0,0.844,0
55670.0,12,24,95000,3,0,0.285,0
164227.67,12,36,210000,2,0,0.443,0
0.0,2,25,40000,2,10,0.0,0
93552.33,12,28,85000,2,0,0.621,0
1001.0,12,33,85000,1,0,0.014,0
10651.33,10,23,25000,1,0,0.31,0
71600.0,12,38,40000,2,0,0.915,0
21983.67,6,48,100000,2,20,0.111,1
59380.33,12,24,120000,2,0,0.316,0
8048.0,10,53,25000,2,20,0.147,0
24467.67,12,33,140000,2,0,0.103,0
11286.33,12,32,150000,1,20,0.035,0
2899.67,12,39,125000,1,20,0.004,0
1141.33,12,38,100000,1,0,0.0,0
50510.0,12,30,50000,3,20,0.505,0
79345.0,12,29,40000,1,0,0.988,0
104519.0,12,35,55000,1,0,0.981,0
704.33,8,48,180000,1,0,0.006,0
27026.33,8,25,15000,2,20,0.887,1
41678.67,10,29,35000,1,20,0.572,0
17290.0,4,44,75000,1,20,0.182,1
55345.33,12,27,30000,2,0,0.915,1
97257.33,12,28,50000,2,0,0.953,0
142468.0,12,25,155000,1,0,0.453,0
13873.67,12,50,35000,2,0,0.184,0
135734.33,12,25,75000,1,20,0.866,1
143786.0,12,43,250000,1,0,0.283,0
37364.67,12,39,25000,2,0,0.856,0
134601.0,10,32,100000,3,0,0.662,1
150.0,2,25,10000,2,20,0.008,0
903.67,12,28,190000,1,0,0.003,0
120768.0,12,42,60000,2,0,0.785,0
50656.33,12,29,100000,2,0,0.3,0
184114.0,10,40,100000,1,20,0.928,1
23468.0,12,50,25000,2,0,0.941,1
124527.0,12,32,180000,1,0,0.335,0
316.67,6,31,100000,1,0,0.0,0
13278.67,10,24,45000,1,20,0.156,1
423.67,6,28,115000,1,0,0.002,1
330.0,8,53,130000,1,20,0.0,1
288205.67,12,56,145000,1,0,0.766,0
1534.0,10,33,90000,2,0,0.019,0
3249.33,6,30,80000,1,20,0.041,0
5566.33,12,40,75000,2,0,0.057,0
15022.33,12,43,10000,2,20,0.691,1
96888.0,10,27,50000,2,20,0.962,1
199842.67,10,26,100000,1,20,0.985,1
38489.33,12,45,85000,3,0,0.238,0
70639.0,10,43,65000,3,20,0.569,0
20357.33,10,22,15000,2,0,0.681,0
48539.67,12,45,25000,2,0,0.978,0
69750.0,12,35,55000,3,20,0.614,1
1679.0,6,54,225000,1,10,0.0,0
1496.0,12,32,65000,2,0,0.012,0
68418.67,12,27,35000,1,0,1.0,0
7644.0,12,49,5000,2,0,0.867,0
378775.0,12,45,280000,2,0,0.669,1
163.67,0,24,45000,1,0,0.005,0
27769.33,10,42,215000,2,0,0.09,0
7749.67,10,26,50000,2,20,0.066,0
110848.33,10,44,65000,3,20,0.839,0
52008.0,10,40,40000,2,20,0.792,0
3303.0,8,46,25000,2,0,0.037,0
89281.0,12,37,70000,2,0,0.62,0
330279.33,10,46,180000,2,20,1.0,0
0.0,6,27,75000,2,10,0.0,0
998.33,10,58,180000,3,0,0.004,0
8136.33,12,36,80000,2,0,0.054,0
2029.0,12,24,10000,1,0,0.17,1
9908.0,8,47,10000,2,20,0.421,0
186895.0,12,37,115000,3,0,0.993,0
24531.67,12,24,55000,2,10,0.089,0
6937.33,12,30,250000,1,20,0.034,0
19718.33,12,32,140000,1,0,0.163,0
17342.0,8,32,160000,1,0,0.043,0
81019.33,12,27,45000,1,0,0.954,0
837.0,10,37,10000,2,0,0.021,0
173135.33,10,42,125000,1,0,0.998,0
9424.67,10,43,25000,3,20,0.16,0
37525.67,12,34,25000,3,0,0.881,0
391.67,8,36,45000,2,0,0.008,1
8250.67,12,37,200000,2,0,0.018,0
16410.67,10,40,10000,2,20,0.796,0
93836.33,12,25,55000,1,0,0.844,0
16463.33,4,39,100000,4,0,0.101,0
6373.0,6,47,10000,3,0,0.408,0
25428.67,12,24,50000,2,0,0.533,0
95764.67,8,32,50000,1,20,0.958,0
34523.0,10,30,50000,1,20,0.284,1
1515.33,8,33,105000,1,20,0.005,0
123652.33,12,32,140000,1,0,0.492,0
0.0,0,54,250000,3,0,0.0,1
8968.0,12,39,100000,1,0,0.037,0
18448.0,10,58,10000,1,0,0.862,0
8426.0,12,23,5000,1,0,0.764,0
17679.33,8,26,25000,2,20,0.338,0
8943.0,12,30,105000,1,0,0.035,0
33606.0,8,33,35000,2,80,0.374,0
7362.33,10,24,15000,1,0,0.102,0
29524.33,10,25,15000,2,20,1.0,0
26752.33,8,23,15000,2,20,0.937,0
45199.33,12,29,105000,4,0,0.209,0
210.67,8,37,80000,1,0,0.002,0
39595.0,12,50,25000,2,0,0.381,0
0.0,4,27,165000,2,0,0.0,0
51200.67,12,41,55000,3,0,0.486,0
24681.33,12,27,15000,1,20,0.786,0
48125.67,12,34,35000,2,0,0.721,0
26698.0,12,50,150000,1,0,0.075,0
11648.33,10,22,10000,1,20,0.5,0
42881.0,12,34,90000,2,0,0.232,0
68857.67,12,53,60000,3,20,0.558,1
16854.67,10,33,210000,1,20,0.019,0
9096.0,8,44,125000,2,0,0.094,0
173.33,10,28,90000,2,0,0.002,0
59235.33,12,38,115000,3,0,0.295,0
9313.0,12,37,70000,2,0,0.072,0
182435.33,12,30,115000,3,0,0.83,0
103335.33,12,29,210000,2,0,0.134,0
18092.67,6,32,25000,2,30,0.306,1
62994.67,12,49,55000,2,0,0.687,0
1730.0,10,50,160000,1,0,0.006,0
0.0,6,30,125000,1,10,0.0,0
83588.33,12,27,135000,2,0,0.535,0
0.0,2,46,180000,3,0,0.0,0
0.0,0,28,180000,2,10,0.0,1
5636.33,6,34,10000,2,0,0.846,0
57365.67,10,42,50000,2,20,0.563,0
46628.33,12,23,25000,2,0,0.96,0
184423.67,12,44,120000,1,0,0.785,0
1200.67,10,31,105000,2,0,0.005,1
9270.67,10,24,75000,2,0,0.063,0
27831.33,12,35,15000,1,20,0.923,1
12413.0,12,25,25000,2,0,0.233,0
1631.0,12,41,10000,2,10,0.0,0
64641.67,10,31,45000,1,20,0.71,0
6440.33,10,37,220000,1,0,0.012,0
10751.0,12,26,40000,2,0,0.141,0
753.33,12,28,150000,1,0,0.003,0
7833.33,12,44,160000,1,0,0.023,0
44078.33,12,40,35000,2,0,0.615,0
72609.67,12,45,100000,3,0,0.349,0
51121.33,12,66,30000,3,40,0.789,0
2317.33,6,49,15000,2,20,0.076,1
18752.0,12,33,10000,2,20,0.904,1
1628.33,12,25,25000,2,0,0.043,0
29315.33,12,32,15000,2,0,0.983,1
17184.0,6,32,10000,2,30,0.888,0
80300.0,6,28,65000,1,0,0.709,0
14083.67,12,37,170000,1,0,0.025,0
12037.67,12,46,225000,1,0,0.063,1
41450.0,12,33,45000,2,20,0.302,1
32828.0,12,24,25000,1,0,0.626,0
46728.33,10,24,30000,2,30,0.737,0
17133.33,0,29,180000,1,0,0.143,0
10241.0,4,24,10000,2,20,0.627,1
210.0,2,36,60000,1,20,0.004,1
108589.67,12,25,100000,2,0,0.535,1
166.67,2,31,100000,2,10,0.0,0
18156.67,6,46,10000,3,20,0.925,0
219238.33,10,40,140000,2,20,0.85,0
147328.67,10,34,160000,2,0,0.543,0
1481.67,8,35,100000,1,20,0.01,1
12428.67,8,57,10000,3,30,0.496,0
326.0,12,38,115000,2,0,0.001,0
131687.67,12,39,170000,2,0,0.39,0
101042.67,8,34,105000,1,0,1.0,0
336849.67,12,38,250000,2,0,0.998,1
158954.33,12,32,95000,1,0,0.849,0
1038.67,10,39,130000,1,20,0.006,0
5790.67,8,24,5000,3,30,0.553,1
59911.67,10,25,30000,2,20,0.941,0
49522.67,10,55,25000,3,20,0.98,0
152182.0,12,28,180000,1,0,0.422,0
1508.67,12,27,40000,1,0,0.026,0
347.0,6,40,10000,2,0,0.015,0
732.67,6,36,85000,2,0,0.004,0
158069.0,12,33,155000,1,20,0.749,0
9064.33,10,44,5000,4,0,0.896,0
2563.33,2,43,120000,3,20,0.011,1
766.0,10,40,80000,2,0,0.005,1
31799.33,12,32,65000,2,0,0.086,0
0.0,0,47,230000,1,0,0.0,1
0.0,6,45,15000,3,0,0.0,0
88764.0,12,31,135000,1,0,0.321,0
7180.33,12,31,145000,1,0,0.018,0
0.0,0,59,180000,1,10,0.0,1
34196.33,12,31,165000,2,0,0.093,0
93238.67,6,55,55000,1,30,0.842,1
